品名,單位,重量,熱量
牛蒡根,,100g,88
牛蒡根,,100g,88
琉璃苣,,100g,21
琉璃苣,,100g,25
琉璃苣,,100g,25
瑞典蘿蔔,,100g,36
瑞典蘿蔔,,100g,39
瑞典蘿蔔,,100g,39
甘筍,,100g,41
甘筍,,100g,35
甘筍,,100g,35
甘筍,,100g,25
甘筍,,100g,25
甘筍,,100g,23
甘筍,,100g,23
甘筍,,100g,341
甘筍,,100g,36
甘筍,,100g,37
甘筍,,100g,37
甜洋葱,,100g,32
甜菜葉,,100g,22
甜菜葉,,100g,27
甜菜葉,,100g,27
番茄漿,,100g,38
番茄漿,,100g,38
番茄粉,,100g,302
番茄膏,,100g,82
番茄膏,,100g,82
番茜,,100g,36
番茜,,100g,271
番薯葉,,100g,35
番薯葉,,100g,34
番薯葉,,100g,34
白甘筍,,100g,75
白甘筍,,100g,71
白甘筍,,100g,71
白甜粟米,,100g,86
白甜粟米,,100g,97
白甜粟米,,100g,97
白甜粟米,,100g,81
白甜粟米,,100g,64
白甜粟米,,100g,64
白甜粟米,,100g,79
白甜粟米,,100g,79
白甜粟米,,100g,88
白甜粟米,,100g,80
白甜粟米,,100g,80
白甜粟米,,100g,98
白甜粟米,,100g,94
白甜粟米,,100g,94
白甜粟米濃湯,,100g,72
白甜粟米濃湯,,100g,72
白馬鈴薯,,100g,69
白馬鈴薯,,100g,94
皺葉椰菜,,100g,27
皺葉椰菜,,100g,24
皺葉椰菜,,100g,24
竹芋,,100g,65
竹芋粉,,100g,357
紅椰菜,,100g,31
紅椰菜,,100g,29
紅椰菜,,100g,29
紅燈籠椒,,100g,31
紅燈籠椒,,100g,314
紅燈籠椒,,100g,133
紅燈籠椒,,100g,26
紅燈籠椒,,100g,28
紅燈籠椒,,100g,18
紅燈籠椒,,100g,20
紅燈籠椒,,100g,16
紅燈籠椒,,100g,16
紅菊苣,,100g,23
紅葉生菜,,100g,16
紅葱頭,,100g,72
紅葱頭,,100g,348
紅馬鈴薯,,100g,70
紅馬鈴薯,,100g,89
素三文治醬,,100g,149
素午餐肉片,,100g,189
素煙肉,,100g,310
素煙肉碎,,100g,476
素肉丸,,100g,197
素肉塊或素肉餅,,100g,197
素肉片,,100g,290
素腸,,100g,257
素魚條,,100g,290
細香葱,,100g,30
細香葱,,100g,311
綠葉生菜,,100g,15
羅馬生菜或長葉生菜,,100g,17
羊腿藜,,100g,43
羊腿藜,,100g,32
羊腿藜,,100g,32
羽衣甘藍,,100g,30
羽衣甘藍,,100g,26
羽衣甘藍,,100g,26
羽衣甘藍,,100g,33
羽衣甘藍,,100g,36
羽衣甘藍,,100g,36
腰豆芽,,100g,29
腰豆芽,,100g,33
腰豆芽,,100g,33
舞菇,,100g,31
芋頭葉,,100g,42
芋頭葉,,100g,24
芋頭葉,,100g,24
芥蘭,,100g,22
芥蘭頭,,100g,27
芥蘭頭,,100g,29
芥蘭頭,,100g,29
芹萵菜,,100g,18
苦瓜莢,,100g,17
苦瓜莢,,100g,19
苦瓜莢,,100g,19
苦瓜葉,,100g,30
苦瓜葉,,100g,32
苦瓜葉,,100g,34
苦苣,,100g,17
茴香球根,,100g,31
茼萵,,100g,24
茼萵,,100g,20
茼萵,,100g,20
莙薘菜,,100g,19
莙薘菜,,100g,20
莙薘菜,,100g,20
菊芋,,100g,73
菊苣葉,,100g,23
葱,,100g,34
蒲公英葉,,100g,45
蒲公英葉,,100g,33
蒲公英葉,,100g,33
蕨菜,,100g,34
蕨菜,,100g,34
蕪菁,,100g,28
蕪菁,,100g,22
蕪菁,,100g,22
蕪菁,,100g,16
蕪菁,,100g,21
蕪菁,,100g,23
蕪菁葉,,100g,32
蕪菁葉,,100g,20
蕪菁葉,,100g,20
蕪菁葉,,100g,22
蕪菁葉,,100g,29
蕪菁葉,,100g,29
螺旋藻,,100g,26
螺旋藻,,100g,290
裙帶菜,,100g,45
褐菇,,100g,22
褐菇,,100g,29
西洋菜,,100g,11
西班牙辣椒,,100g,23
西蘭花幼苗,,100g,29
西蘭花幼苗,,100g,28
西蘭花幼苗,,100g,28
西蘭花花蔟,,100g,28
西蘭花莖,,100g,28
西蘭花葉,,100g,28
豇豆葉,,100g,29
豇豆葉,,100g,22
豇豆葉,,100g,22
豌豆及甘筍,,100g,38
豌豆及甘筍,,100g,38
豌豆及甘筍,,100g,53
豌豆及甘筍,,100g,48
豌豆及甘筍,,100g,48
辣木葉,,100g,64
辣木葉,,100g,60
辣木葉,,100g,60
迷你甘筍,,100g,35
迷你翠玉瓜,,100g,21
通菜,,100g,19
通菜,,100g,20
通菜,,100g,20
酸模,,100g,22
酸模,,100g,20
酸模,,100g,20
酸漬菜,,100g,22
酸漬菜,,100g,19
醃紅菜頭,,100g,65
醃茄子,,100g,49
醃雜錦菜,,100g,121
醃青瓜,,100g,11
醃青瓜,,100g,11
金菇,,100g,37
雜菜,,100g,49
雜菜,,100g,36
雜菜,,100g,64
雜菜,,100g,60
雜菜,,100g,65
雲耳,,100g,284
青椰菜花,,100g,31
青椰菜花,,100g,32
青椰菜花,,100g,32
青燈籠椒,,100g,20
青燈籠椒,,100g,314
青燈籠椒,,100g,127
青燈籠椒,,100g,26
青燈籠椒,,100g,28
青燈籠椒,,100g,18
青燈籠椒,,100g,20
青燈籠椒,,100g,16
青燈籠椒,,100g,18
青番茄,,100g,23
青葱或紅葱[包括葉及葱頭],,100g,32
韭葱[葱白],,100g,61
韭葱[葱白],,100g,321
韭葱[葱白],,100g,31
韭葱[葱白],,100g,31
馬蹄,,100g,97
馬蹄,,100g,50
馬鈴薯皮,,100g,58
馬鈴薯皮,,100g,132
馬鈴薯皮,,100g,132
馬鈴薯皮,,100g,78
馬鈴薯皮,,100g,78
馬鈴薯皮,,100g,198
馬鈴薯皮,,100g,198
馬鈴薯粉,,100g,357
魚翅瓜,,100g,31
魚翅瓜,,100g,27
鹽醃包心芥菜,,100g,28
黃洋葱,,100g,132
黃燈籠椒,,100g,27
黃甜粟米,,100g,86
黃甜粟米,,100g,131
黃甜粟米,,100g,96
黃甜粟米,,100g,96
黃甜粟米,,100g,81
黃甜粟米,,100g,64
黃甜粟米,,100g,79
黃甜粟米,,100g,79
黃甜粟米,,100g,64
黃甜粟米,,100g,88
黃甜粟米,,100g,79
黃甜粟米,,100g,81
黃甜粟米,,100g,98
黃甜粟米,,100g,93
黃甜粟米,,100g,93
黃甜粟米濃湯,,100g,72
黃甜粟米濃湯,,100g,72
黏果酸漿,,100g,32
乳黃瓜[嫩黃瓜],,100g,36
五香大頭菜,,100g,57
佛手瓜[棒瓜，菜餚梨],,100g,19
八寶菜,,100g,78
冬寒菜[冬莧菜，冬葵],,100g,34
分葱[四季葱，菜葱],,100g,34
南瓜[倭瓜，番瓜],,100g,23
南瓜果脯,,100g,337
南瓜粉,,100g,343
口蘑,,100g,277
地衣,,100g,10
大紅菇,,100g,263
大葱,,100g,33
大葱,,100g,49
大蒜[蒜頭],,100g,128
大薯[參薯],,100g,108
婆羅門參,,100g,NA
婆羅門參,,100g,NA
小葱,,100g,27
小西胡瓜,,100g,22
山藥[薯蕷，大薯],,100g,57
平菇[糙皮側耳，青蘑],,100g,24
心里美蘿蔔,,100g,23
慈菇[烏芋，白地果],,100g,97
春筍,,100g,25
普中紅蘑,,100g,263
朝鮮薊,,100g,54
木薯,,100g,119
松蘑,,100g,207
枸杞菜[枸杞，地骨],,100g,47
桂花大頭菜[佛手疙瘩],,100g,54
桂花藕粉,,100g,344
榛蘑,,100g,178
榛蘑,,100g,53
檳榔芋,,100g,90
歪頭菜[草豆，二葉萩],,100g,74
毛筍[毛竹筍],,100g,23
水芹菜,,100g,13
水蘿蔔[脆蘿蔔],,100g,22
油菜薹[菜薹],,100g,24
洋葱,,100g,342
洋葱,,100g,339
洋葱[葱頭],,100g,40
洋薑,,100g,36
洋薑[菊芋，鬼子薑],,100g,64
海凍菜[石花菜，凍菜],,100g,314
海帶[江白菜],,100g,13
湯菜,,100g,24
烏菜[烏塌菜，塌棵菜],,100g,28
狗芽菜,,100g,27
獨行菜,,100g,NA
玉蘭片,,100g,66
珍珠白蘑,,100g,258
珍珠花菜,,100g,NA
球莖茴香,,100g,NA
瓊脂[紫菜膠洋粉],,100g,311
瓢兒白[瓢兒菜],,100g,18
甘薯片[白薯乾],,100g,344
甘薯粉[地瓜粉],,100g,336
甘藍[圓白菜，卷心菜],,100g,24
甜椒[燈籠椒，柿子椒],,100g,25
甜菜根[甜菜頭，糖蘿蔔],,100g,87
甜辣黃瓜,,100g,102
甜酸皎頭,,100g,98
番杏[夏菠菜，新西蘭菠菜],,100g,NA
番茄[西紅柿],,100g,20
發芽豆,,100g,131
白筍,,100g,282
白菜薹[菜薹，菜心],,100g,28
白薯葉[甘薯葉],,100g,60
白蘿蔔[萊菔],,100g,23
秋葵[黃秋葵，羊角豆],,100g,45
節瓜[毛瓜],,100g,15
紅心蘿蔔,,100g,41
紅菜薹[紫菜薹],,100g,43
紫萼香茶菜,,100g,NA
細香葱[香葱，四季葱],,100g,39
羊肚菌[乾狼肚],,100g,321
胡蘿蔔纓,,100g,48
艾蒿,,100g,NA
芋頭[芋艿，毛芋],,100g,81
芥菜[雪裏紅，雪菜],,100g,27
芥菜乾,,100g,196
芥菜頭[大頭菜，水芥],,100g,36
芥藍[甘藍菜，蓋藍菜],,100g,22
花葉蘿蔔,,100g,48
芹菜莖,,100g,22
芹菜葉,,100g,35
苔菜,,100g,167
苜蓿[草頭，金花菜],,100g,64
苤藍[玉蔓菁，球莖甘藍],,100g,32
苦瓜[涼瓜，癩瓜],,100g,22
苦菜[節節花，拒馬菜],,100g,46
茭白[茭筍，茭粑],,100g,26
茴香[小茴香],,100g,27
茼蒿[蓬蒿菜，艾菜],,100g,24
草菇[大黑頭細花草],,100g,27
荸薺[馬蹄，地栗],,100g,61
菊苣,,100g,19
菜花[花椰菜],,100g,26
菠菜[赤根菜],,100g,28
萵筍[萵苣],,100g,15
萵筍葉[萵苣葉],,100g,20
落葵[木耳菜，軟漿菜],,100g,23
葛[葛薯，粉葛],,100g,150
葫子,,100g,29
葫蘆[長瓜，蒲瓜，瓠瓜],,100g,16
葫蘆條,,100g,256
蒓菜,,100g,21
蒜黃,,100g,24
蒲公英葉[黃花苗葉，孛孛丁葉],,100g,53
蒲菜[香蒲，甘蒲，野茭白],,100g,14
蔞蒿,,100g,57
蕎菜[野蕎],,100g,13
蕨菜,,100g,302
蕨菜,,100g,26
蕨菜[龍頭菜，如意菜],,100g,42
蕹菜[空心菜，藤藤菜],,100g,23
薑[黃薑],,100g,46
薤白[小根蒜，山蒜，團蒜],,100g,124
薺菜[薊菜，菱角菜],,100g,31
藕[蓮藕],,100g,73
藕粉,,100g,373
蘆筍[石刁柏，龍須菜],,100g,22
蘿蔔纓,,100g,23
蘿蔔纓,,100g,17
蘿蔔纓,,100g,38
蛇瓜[蛇豆，大豆角],,100g,19
西蘭花[綠菜花],,100g,36
觀達菜[根達菜，牛皮菜],,100g,16
變蘿蔔[紅皮蘿蔔],,100g,29
豆瓣菜[西洋菜，水田芥],,100g,20
豆薯[涼薯，地瓜，沙葛],,100g,57
辣蘿蔔條,,100g,41
酸模,,100g,NA
酸白菜[酸菜],,100g,15
酸芥菜,,100g,21
醃芥菜頭,,100g,30
醃芥菜頭[水芥，水疙瘩],,100g,44
醃雪裏紅,,100g,29
醃韭菜花,,100g,17
醃龍須菜,,100g,71
醬包瓜,,100g,112
醬大頭菜,,100g,41
醬甘露[地蠶，甘露子],,100g,41
醬苤藍絲,,100g,42
醬萵筍,,100g,25
醬蘑菇,,100g,122
醬蘿蔔,,100g,33
醬黃瓜,,100g,26
野莧菜[假莧菜],,100g,62
野葱[沙葱，麥葱],,100g,36
野蒜[小蒜，野葱],,100g,34
野韭菜[山韭],,100g,44
金針菇[智力菇],,100g,32
金針菜[黃花菜],,100g,214
金錢蘿蔔,,100g,45
雙孢蘑菇[洋蘑菇],,100g,26
雜錦菜,,100g,38
青蘿蔔,,100g,33
面西胡瓜,,100g,10
鞭筍[馬鞭筍],,100g,24
韭苔,,100g,37
韭黃[韭芽],,100g,24
香杏丁蘑,,100g,257
香杏片口蘑,,100g,252
香椿[香椿芽],,100g,50
香菇[香蕈，冬菇],,100g,26
香菜[芫荽],,100g,33
馬蘭頭[馬蘭，雞兒腸，路邊菊],,100g,28
馬鈴薯[土豆，洋芋],,100g,77
馬鈴薯粉,,100g,340
馬齒莧[長壽菜，瓜子菜],,100g,28
鹹沙葱[蒙古韭],,100g,28
黃瓜[胡瓜],,100g,16
黃蘑,,100g,203
黃蘑,,100g,30
黑筍,,100g,268
小唐菜,,100g,12
椰菜,,100g,18
灼菜心,,100g,13
灼菜心,,100g,22
灼菜心,,100g,16
炒菜心,,100g,70
煎茄子,,100g,220
白灼生菜,,100g,24
白灼菜心,,100g,20
白灼通菜,,100g,15
白通菜,,100g,10
粉葛,,100g,100
芥蘭,,100g,24
芥蘭,,100g,17
芥蘭,,100g,23
蒸節瓜,,100g,16
西洋菜,,100g,13
青通菜,,100g,13
馬蹄,,100g,53
卷心生菜,,100g,10
大黃莖,,100g,23
小白蕪菁,,100g,23
小白蕪菁,,100g,25
抱子甘藍,,100g,36
抱子甘藍,,100g,38
抱子甘藍,,100g,45
新馬鈴薯,,100g,64
新馬鈴薯,,100g,63
新馬鈴薯,,100g,96
新馬鈴薯蓉,,100g,104
朝鮮薊,,100g,35
朝鮮薊,,100g,41
朝鮮薊菜心,,100g,25
木薯,,100g,141
木薯,,100g,152
木薯粉圓,,100g,349
木薯粉圓,,100g,39
椰菜花,,100g,24
椰菜花,,100g,25
洋葱圈,,100g,326
灰胡桃南瓜,,100g,48
灰胡桃南瓜,,100g,50
灰胡桃南瓜,,100g,56
瑞典蕪菁,,100g,19
瑞典蕪菁,,100g,20
甘筍,,100g,32
甘筍,,100g,34
甜粟米,,100g,95
甜粟米,,100g,105
甜粟米,,100g,94
甜粟米,,100g,115
甜粟米,,100g,94
甜粟米,,100g,94
甜粟米,,100g,109
甜粟米筍,,100g,26
番茄膏,,100g,60
番茜,,100g,24
番茜,,100g,27
白心木薯,,100g,155
白心木薯,,100g,166
白椰菜,,100g,27
白椰菜,,100g,28
白甘筍,,100g,58
白甘筍,,100g,62
白甘筍,,100g,71
白色洋葱,,100g,32
白色洋葱,,100g,31
白色洋葱,,100g,50
白蘿白,,100g,21
皺葉椰菜,,100g,22
皺葉椰菜,,100g,23
竹芋粉,,100g,348
粟米澱粉,,100g,366
粟米濃湯,,100g,88
紅椰菜,,100g,30
紅椰菜,,100g,31
紅椰菜,,100g,41
紅燈籠椒,,100g,26
紅燈籠椒,,100g,29
紅皮馬鈴薯,,100g,59
紅皮馬鈴薯,,100g,61
紅皮馬鈴薯,,100g,90
紅皮馬鈴薯蓉,,100g,100
紅葱頭,,100g,25
紅葱頭,,100g,40
紅蘿白,,100g,15
素食香腸,,100g,203
細香葱,,100g,29
芝士醬椰菜花,,100g,123
芥蘭頭,,100g,39
芥蘭頭,,100g,41
芫荽葉及莖,,100g,40
苦苣,,100g,14
菊芋,,100g,28
菊芋,,100g,31
菊苣,,100g,17
菊苣,,100g,19
葱,,100g,31
葱,,100g,49
褐色洋葱,,100g,49
西洋菜,,100g,27
車厘茄,,100g,16
迷你甘筍,,100g,33
迷你甘筍,,100g,35
迷你甘筍,,100g,26
通菜,,100g,27
醃小黃瓜,,100g,106
醃洋葱,,100g,63
醃芥菜,,100g,84
金菇,,100g,23
鈕扣瓜,,100g,26
鈕扣瓜,,100g,31
銀甜菜,,100g,17
銀甜菜,,100g,20
長葉生菜,,100g,20
雜菜,,100g,51
青橄欖,,100g,93
青橄欖或黑橄欖,,100g,212
青燈籠椒,,100g,23
青燈籠椒,,100g,25
韭葱,,100g,30
馬鈴薯澱粉,,100g,319
黃心木薯,,100g,128
黃心木薯,,100g,137
黃心番薯,,100g,66
黃心番薯,,100g,71
黃心番薯,,100g,80
黃金翠玉瓜,,100g,19
黃金翠玉瓜,,100g,23
醃蒜頭,,100g,50
丁香粉,,100g,323
南瓜批香料,,100g,342
咖喱粉,,100g,325
土荊芥,,100g,32
墨角蘭,,100g,271
多香果粉,,100g,263
大茴香籽,,100g,337
家禽調味品,,100g,307
小茴香籽,,100g,375
小豆蔻,,100g,311
洋葱粉,,100g,341
牛至,,100g,265
番茜,,100g,292
紅椒粉,,100g,289
紅胡椒,,100g,318
綠薄荷,,100g,285
綠薄荷,,100g,44
續隨子,,100g,23
罌粟籽,,100g,525
肉荳蔻皮粉,,100g,475
肉豆蔻粉,,100g,525
芥菜籽粉,,100g,508
芫荽籽,,100g,298
芫荽葉,,100g,279
芹菜籽,,100g,392
茴香籽,,100g,345
葛縷籽,,100g,333
葫蘆巴籽,,100g,323
蒔蘿籽,,100g,305
蒔蘿葉,,100g,253
蒔蘿葉,,100g,43
蒜粉,,100g,331
薑粉,,100g,347
薑黃粉,,100g,354
西芹片,,100g,319
雪維菜,,100g,237
鼠尾草粉,,100g,315
龍蒿,,100g,295
全料蒸肉粉,,100g,343
八角[大料，大茴香],,100g,281
牛至,,100g,NA
牛蒡葉,,100g,42
羅勒[蘭香],,100g,26
苦豆子,,100g,270
茴香籽[小茴香籽],,100g,318
黃毛籽,,100g,330
丁香粉,,100g,368
咖喱粉,,100g,350
牛至,,100g,246
芥末粉,,100g,539
薑黃粉,,100g,331
青羅勒,,100g,29
大紅番椒,,100g,353
小豆蔻葉,,100g,373
玉桂,,100g,329
芫茜根,,100g,57
芫茜籽,,100g,325
荳蔻,,100g,390
青檸葉,,100g,137
黃薑,,100g,44
三文治醬,,100g,389
三文魚油,,100g,902
亞麻籽油,,100g,884
凱薩沙律醬,,100g,542
凱薩沙律醬,,100g,110
千島沙律醬,,100g,370
千島沙律醬,,100g,132
千島沙律醬,,100g,195
可可油,,100g,884
大豆油,,100g,884
意式沙律醬,,100g,291
意式沙律醬,,100g,47
意式沙律醬,,100g,292
意式沙律醬,,100g,200
意式沙律醬,,100g,75
意式沙律醬,,100g,76
核桃油,,100g,884
棕櫚仁油,,100g,862
棕櫚油,,100g,884
植物牛油,,100g,606
植物牛油,,100g,717
植物牛油,,100g,717
植物牛油,,100g,713
植物牛油,,100g,713
植物牛油,,100g,717
植物牛油,,100g,714
植物牛油,,100g,714
植物牛油,,100g,628
植物牛油塗醬,,100g,424
植物起酥油,,100g,884
椰油,,100g,862
椰菜絲沙律醬,,100g,390
椰菜絲沙律醬,,100g,329
榛子油,,100g,884
沙甸魚油,,100g,902
法式沙律醬,,100g,457
法式沙律醬,,100g,132
法式沙律醬,,100g,459
法式沙律醬,,100g,200
法式沙律醬,,100g,222
法式沙律醬,,100g,233
火雞脂,,100g,900
煙肉脂,,100g,897
牛油,,100g,717
牛油,,100g,717
牛油,,100g,509
牛油,,100g,499
牛油果油,,100g,884
甜酸沙律醬,,100g,15
田園沙律醬,,100g,484
田園沙律醬,,100g,119
田園沙律醬,,100g,196
硬植物牛油,,100g,719
米糠油,,100g,884
粟米、花生及橄欖油,,100g,884
粟米及芥花籽油,,100g,884
粟米油,,100g,884
羊脂,,100g,902
肉油滴[豬油，牛脂，羊脂],,100g,889
芝麻沙律醬,,100g,443
芥花籽油,,100g,884
葡萄籽油,,100g,884
蛋黃醬,,100g,717
蛋黃醬,,100g,718
蛋黃醬,,100g,717
蛋黃醬,,100g,390
蛋黃醬,,100g,324
起酥油,,100g,884
起酥油,,100g,884
起酥油,,100g,900
雞脂,,100g,900
鯡魚油,,100g,902
鱈魚肝油,,100g,902
鴨脂,,100g,882
鵝脂,,100g,900
棉籽油,,100g,899
棕櫚油,,100g,900
椰子油,,100g,899
牛油,,100g,835
牛油,,100g,898
玉米油,,100g,895
白脫,,100g,744
紅花油,,100g,899
羊油,,100g,824
羊油,,100g,895
色拉油,,100g,898
芝麻油[香油],,100g,898
茶油,,100g,899
菜籽油[青油],,100g,899
葵花籽油,,100g,899
鴨油,,100g,897
麥芽油,,100g,899
黃油,,100g,888
牛油,,100g,740
硬人造牛油,,100g,730
硬人造牛油,,100g,730
粟米油,,100g,900
芥花籽油,,100g,900
軟人造牛油,,100g,670
動物植物混合油脂,,100g,886
千島沙律醬,,100g,388
千島沙律醬,,100g,173
印度酥油,,100g,886
夏威夷堅果油,,100g,886
多元不飽和植物牛油,,100g,717
多元不飽和混合菜油,,100g,886
大豆油,,100g,886
意式沙律醬,,100g,314
意式沙律醬,,100g,32
杏仁油,,100g,886
棉籽油,,100g,886
植物油脂,,100g,886
植物牛油,,100g,714
椰菜絲沙律醬,,100g,393
椰菜絲沙律醬,,100g,146
法式沙律醬,,100g,264
法式沙律醬,,100g,21
牛油,,100g,721
牛油,,100g,742
牛油植物油混合塗醬,,100g,734
牛油植物油混合塗醬,,100g,739
牛油滴,,100g,886
硬化椰子油,,100g,886
粟米油,,100g,886
紅花籽油,,100g,886
芥花籽油,,100g,886
葡萄籽油,,100g,886
葵花子油,,100g,886
蛋黃醬,,100g,371
蛋黃醬,,100g,284
人奶,,100g,70
低脂奶,,100g,42
低脂朱古力奶,,100g,63
全脂奶,,100g,61
全脂奶粉,,100g,496
全脂朱古力奶,,100g,83
半軟山羊芝士,,100g,364
哥打芝士,,100g,356
域哥打芝士,,100g,174
域哥打芝士,,100g,138
士多啤梨奶昔,,100g,113
奶昔沖粉,,100g,329
布里芝士,,100g,334
帕爾馬芝士,,100g,265
帕爾馬芝士,,100g,451
帕爾馬芝士,,100g,415
帕爾馬芝士,,100g,431
忌廉,,100g,257
忌廉,,100g,345
忌廉,,100g,292
忌廉[咖啡或餐用],,100g,195
忌廉芝士,,100g,342
忌廉芝士,,100g,105
忌廉芝士,,100g,201
忌廉芝士醬,,100g,295
挪威芝士,,100g,466
提爾錫特芝士,,100g,340
朱古力乳酪,,100g,112
朱古力奶昔,,100g,127
朱古力奶昔,,100g,119
朱古力奶沖粉,,100g,329
格魯耶爾芝士,,100g,413
梵堤那芝士,,100g,389
水果乳酪,,100g,105
波伏洛芝士,,100g,351
波伏洛芝士,,100g,274
淡奶,,100g,135
瑞士芝士,,100g,380
瑞士芝士,,100g,173
瑞士芝士,,100g,374
發達羊奶芝士,,100g,264
硬山羊芝士,,100g,452
硬帕爾馬芝士,,100g,392
納沙特爾芝士,,100g,253
羅絡褔芝士,,100g,369
羅馬諾芝士,,100g,387
羊奶,,100g,108
羊奶,,100g,69
美國車打仿芝士,,100g,239
脫脂奶,,100g,35
脫脂奶,,100g,34
脫脂奶粉,,100g,358
脫脂奶粉,,100g,362
脫脂淡奶,,100g,78
芝士火鍋,,100g,229
茅屋芝士,,100g,95
茅屋芝士,,100g,97
茅屋芝士,,100g,98
茅屋芝士,,100g,72
荷蘭球形芝士,,100g,357
莫澤雷勒芝士,,100g,300
莫澤雷勒芝士,,100g,318
莫澤雷勒芝士,,100g,254
莫澤雷勒芝士,,100g,302
莫澤雷勒芝士,,100g,280
莫澤雷勒芝士,,100g,141
蒙特利芝士,,100g,373
蒙特利芝士,,100g,310
藍芝士,,100g,353
赤郡芝士,,100g,387
車打芝士,,100g,403
車打芝士或高寶芝士,,100g,173
車打芝士或高寶芝士,,100g,398
軟山羊芝士,,100g,268
較低脂奶,,100g,50
較低脂朱古力奶,,100g,78
酸奶,,100g,40
酸奶,,100g,56
酸奶粉,,100g,387
酸忌廉,,100g,74
酸忌廉,,100g,193
酸忌廉,,100g,135
酸忌廉,,100g,181
酸忌廉,,100g,138
金文拔芝士,,100g,300
門斯特芝士,,100g,368
門斯特芝士,,100g,271
雜果乳酪,,100g,95
雲呢拿奶昔,,100g,148
雲呢拿奶昔,,100g,112
高寶芝士,,100g,394
中脂軟酪{中脂軟芝士},,100g,179
人乳,,100g,65
全脂加糖奶粉,,100g,490
全脂即溶奶粉,,100g,466
全脂牛奶粉,,100g,478
全脂羊乳粉,,100g,498
全脂軟酪,,100g,313
契達乾酪,,100g,412
契達乾酪,,100g,261
奶片,,100g,472
奶疙瘩[奶酪乾，乾酸奶],,100g,426
奶皮子,,100g,460
奶豆腐,,100g,343
奶豆腐,,100g,305
奶酪[乾酪],,100g,328
曲拉,,100g,356
果味奶,,100g,20
牛乳,,100g,54
羊乳酪,,100g,250
酸奶,,100g,64
酸奶,,100g,72
酸奶,,100g,67
酸奶,,100g,57
酸酪蛋,,100g,443
鮮羊乳,,100g,59
全脂奶,,100g,64
奶昔,,100g,110
攪拌忌廉,,100g,350
植脂淡奶,,100g,120
乳酪[天然],,100g,85
乳酪[天然],,100g,58
仿忌廉[非奶類],,100g,266
佩哥利諾芝士,,100g,356
全脂奶,,100g,65
全脂奶[含約3.5%脂肪],,100g,67
全脂奶粉,,100g,491
全脂淡奶,,100g,142
全脂羊奶,,100g,50
全脂羊奶粉,,100g,492
哈瓦蒂芝士,,100g,405
哥打芝士,,100g,378
域哥打芝士,,100g,126
士多啤梨乳酪,,100g,79
士多啤梨乳酪,,100g,96
夸克芝士,,100g,78
奶,,100g,78
奶,,100g,79
奶,,100g,77
帕爾馬芝士,,100g,399
帕爾馬芝士,,100g,461
忌廉,,100g,303
忌廉,,100g,186
忌廉芝士,,100g,325
忌廉芝士醬,,100g,348
忌廉芝士醬,,100g,242
杏乳酪,,100g,78
杏乳酪,,100g,93
格洛斯特芝士,,100g,406
波伏洛芝士,,100g,365
濃忌廉,,100g,451
瑞士芝士,,100g,382
發達芝士,,100g,234
發達芝士,,100g,279
納沙特爾芝士,,100g,321
純忌廉[35%脂肪],,100g,331
羅馬諾芝士,,100g,376
脫脂奶[含約0.15%脂肪],,100g,34
脫脂奶粉,,100g,349
脫脂淡奶[含少於0.5%脂肪],,100g,76
脫脂煉奶,,100g,274
茅屋芝士,,100g,121
荷蘭球形芝士,,100g,350
莫澤雷勒芝士,,100g,308
莫澤雷勒芝士,,100g,288
藍芝士,,100g,370
車打芝士,,100g,306
車打芝士,,100g,188
車打芝士,,100g,273
車打芝士,,100g,336
車打芝士[淡味，特香及陳年種類],,100g,401
車打芝士醬,,100g,290
軟芝士,,100g,345
較低脂奶,,100g,51
較低脂奶,,100g,61
較低脂奶,,100g,62
較低脂奶,,100g,61
較低脂忌廉,,100g,259
較低脂淡奶[含約2%脂肪],,100g,92
較低脂牛奶[含約1%脂肪],,100g,48
較稠忌廉,,100g,347
較稠忌廉,,100g,349
酸奶,,100g,58
酸忌廉,,100g,218
酸忌廉,,100g,364
酸忌廉,,100g,163
酸忌廉醬,,100g,200
金文拔芝士,,100g,302
雜錦碎芝士,,100g,312
高寶芝士,,100g,384
仿雲呢拿精,,100g,56
仿雲呢拿精,,100g,237
墨式酸辣醬,,100g,27
意大利白醬汁粉,,100g,535
意大利粉大蒜番茄醬,,100g,87
意大利粉大蒜番茄醬,,100g,87
意大利黑醋,,100g,88
日式照燒醬,,100g,89
日式照燒醬,,100g,89
日式醬油,,100g,60
松露醬,,100g,327
梅子醬,,100g,184
洋葱汁粉,,100g,322
漢堡包酸瓜醬,,100g,129
濃肉汁粉,,100g,367
濃肉汁粉,,100g,380
火雞肉汁,,100g,51
火雞肉汁粉,,100g,367
火雞肉汁粉,,100g,409
熱狗酸瓜醬,,100g,91
燒烤醬,,100g,150
燒烤醬,,100g,150
牛肉汁,,100g,53
牛肉汁粉,,100g,369
甜品面層配料,,100g,264
甜酸瓜醬,,100g,130
甜酸醬,,100g,79
番石榴醬,,100g,36
番茄辣椒醬,,100g,104
番茄辣椒醬,,100g,104
白汁,,100g,72
紅辣椒醬,,100g,21
肉原汁,,100g,16
肉原汁粉,,100g,313
肉類或家禽類肉汁,,100g,53
芝士醬,,100g,174
芝士醬汁,,100g,197
芝士醬粉,,100g,448
芝士醬調拌粉,,100g,438
